,bathrooms,sqft_living,sqft_lot,grade,condition,waterfront,view,age,UTM_X,UTM_Y,log_price,price,high_price
249,2,2940,5500,9,4,0,0,106,550995.1886651949,5277245.804136872,5.977723605288848,950000,1
250,1,1640,12060,7,4,0,0,55,563948.0648305819,5260423.321533183,5.492760389026838,311000,0
251,2,1910,13505,8,3,0,0,60,557757.9945132819,5284511.459,5.615371307939895,412450,0
252,2.5,1410,2500,7,3,0,0,9,548339.0143166133,5262396.446873732,5.423245873936808,265000,0
253,1,1000,4179,5,5,0,0,101,558441.1813979559,5238459.220067268,5.278524964737017,189900,0
254,2,1410,2700,7,4,0,0,113,552465.8576,5272401.754614588,5.7160033436347994,520000,1
255,1.75,2100,15480,7,3,0,0,32,555119.4403488704,5237915.971452893,5.475671188,299000,0
256,1,950,3060,6,3,0,0,90,550822.4627126574,5279822.903470466,5.690196080028514,490000,0
257,2.25,2720,8800,7,4,0,0,57,566303.0077769525,5271953.564919825,5.724275869600789,530000,1
258,1,1510,11165,7,4,0,0,94,550172.5713314296,5285530.244193979,5.739572344450092,549000,1
259,1,1010,6300,7,3,0,0,58,548589.0969466974,5286539.337981312,5.477121254719663,300000,0
260,1,990,8528,6,3,0,0,49,547545.7681018058,5239428.195694397,5.323231468114774,210490,0
261,2.75,2580,11900,7,4,0,0,48,563401.5187,5255237.900477014,5.553883026643875,358000,0
262,1,1660,7500,7,4,0,0,75,552058.1291566129,5284357.551663967,5.660865478,458000,0
263,1.5,1250,7194,7,4,0,0,46,557662.6762657881,5286555.679640945,5.553883026643875,358000,0
264,1,970,5500,7,3,0,0,59,553340.2963673552,5267196.931091825,5.3222192947339195,210000,0
265,2.75,3410,7750,8,5,0,4,57,544675.0791191929,5268880.293240172,6.041392685158225,1100000,1
266,2,1360,6685,7,3,0,0,63,550682.6973077918,5287235.243,5.4623979978989565,290000,0
267,3.25,3800,19798,10,3,0,0,46,560924.4227669438,5268649.354288752,6.379305517750582,2395000,1
268,1,690,6825,5,4,0,0,98,558577.0292777291,5240005.449009945,5.153814864344529,142500,0
269,2.5,2000,8057,8,3,0,0,17,567417.4568751896,5246935.495500198,5.554489160003819,358500,0
270,2,1140,8282,6,3,0,0,91,559276.8967819493,5282692.772796253,5.697229342759718,498000,0
271,1.5,1270,1413,8,3,0,0,8,551244.3721911284,5283060.999833533,5.643452676486188,440000,0
272,2.5,1790,2700,8,3,0,0,5,568225.9732742999,5268241.0471835835,5.707485011967473,509900,1
273,1,1190,6250,7,3,0,0,61,553255.1308190774,5268285.382804608,5.3979400086720375,250000,0
274,1.75,1830,7986,7,4,0,0,53,548934.3005671857,5263246.088,5.549003262025788,354000,0
275,1,1500,4500,7,3,0,0,77,546152.6970542781,5281729.039559375,5.7619278384205295,578000,1
276,1,620,2475,6,5,0,0,104,547222.9899,5279314.645300398,5.604226053,402000,0
277,2.25,1620,8701,7,3,0,0,53,564862.9766829873,5272993.3042620085,5.672051653937387,469950,0
278,2,2450,4400,7,3,0,0,102,550549.5869147078,5276663.956212337,5.903089986991944,800000,1
279,1,1530,15975,7,3,0,0,63,550783.7027880016,5258349.298651124,5.445604203273597,279000,0
280,2.5,2200,1970,9,3,0,0,7,550548.4292794191,5276797.322035104,6.021189299069938,1050000,1
281,2.25,2640,8800,8,3,0,0,35,563855.2338469301,5289443.778900803,5.729974285699556,537000,1
282,3.5,2950,3737,10,3,0,0,3,569698.5125143328,5264623.781222817,5.916848582363452,825750,1
283,1,920,8282,6,3,0,0,71,558902.1852806791,5290036.045625846,5.491361693834273,310000,0
284,2.5,1070,1089,7,3,0,0,6,546087.9233065855,5270936.327,5.587654850995718,386950,0
285,2.5,3200,18750,9,2,0,0,48,566185.3033061282,5269073.419737697,5.763427993562937,580000,1
286,2,2680,13680,7,4,0,2,72,560866.1351901587,5259790.270129328,5.6020599913279625,400000,0
287,1,1010,7200,6,3,0,0,68,550602.3933150307,5287845.859,5.4623979978989565,290000,0
288,2,1670,9987,7,3,0,0,48,554087.3091332784,5243263.418403404,5.311117842662505,204700,0
289,2.5,3430,7508,10,3,0,0,17,566790.8460224408,5281851.684810906,5.910090545594068,813000,1
290,1.75,1970,7100,7,3,0,0,39,562080.1654267428,5287212.573868168,5.610660163,408000,0
291,1.75,2260,9703,8,2,0,0,37,564194.1785462563,5279110.329,5.661812685537261,459000,0
292,2.75,4280,12668,9,3,0,0,68,558687.1459271571,5274194.964938993,6.278753600952829,1900000,1
293,1.5,2220,12385,8,3,0,0,37,561177.8711163091,5280322.7239105925,5.658964842664435,456000,0
294,1.5,1470,5100,7,3,0,0,69,546462.1098434733,5280575.583782674,5.741151598851785,551000,1
295,1,1020,5950,6,3,0,0,65,548386.3403388433,5265775.606,5.585460729508501,385000,0
296,1,1100,4373,6,2,0,0,68,549890.2387,5257085.704660948,5.3979400086720375,250000,0
297,2.25,2180,10754,7,5,0,0,61,549375.3949903216,5291069.710111377,5.724275869600789,530000,1
298,1,770,8612,6,3,0,0,62,550739.9801481199,5289258.649201392,5.429752280002408,269000,0
299,2.5,2080,4080,7,5,0,0,53,553399.2658170448,5268975.804388155,5.740362689494244,550000,1
300,1,2070,7519,7,3,0,0,52,566184.4106032791,5275775.829539351,5.699837725867246,501000,1
301,2,2080,3880,7,5,0,0,61,545703.5640626386,5281581.001958379,5.845098040014257,700000,1
302,1,760,7114,6,3,0,0,69,548616.9025844646,5283216.262511313,5.633468455579586,430000,0
303,1.5,1840,4337,8,4,0,0,98,552061.9283288813,5275543.581312361,5.907948521612273,809000,1
304,1,1770,12458,7,3,0,0,58,554694.6050788761,5291161.914565016,5.532117116248804,340500,0
305,2,1200,7320,7,3,0,0,60,553570.5478550459,5283048.630958903,5.662757831681574,460000,0
306,1.75,1100,7373,7,4,0,0,47,561749.7624086217,5240204.565686282,5.380211241711606,240000,0
307,1.75,2344,4800,7,4,0,0,94,549936.9770091203,5278025.772697103,5.898176483497677,791000,1
308,1.75,1470,13068,7,4,0,0,40,560694.8382428335,5239882.400800422,5.424804893607895,265953,0
309,3,2270,7245,7,3,0,0,36,551322.3468773875,5291208.883569975,5.638489256954637,435000,0
310,1.5,1540,7200,7,3,0,0,47,560355.2649430437,5287238.842395375,5.644438589467838,441000,0
311,1.75,1740,5400,7,4,0,0,69,553872.2067115862,5282884.696206183,5.6551384348113825,452000,0
312,2.5,2026,7611,8,3,0,0,5,563264.1544,5246989.361763524,5.553883026643875,358000,0
313,2.5,2020,7512,8,4,0,0,34,559579.5372274156,5282451.335712018,5.871572935545879,744000,1
314,1,1400,8451,7,3,0,0,62,549674.3307570084,5291161.182939674,5.541735212517804,348125,0
315,2,1830,6925,8,4,0,0,36,566119.2377817607,5254934.474479008,5.509202522331103,323000,0
316,2,960,9380,6,3,0,0,66,549494.7349287942,5259294.095290583,5.3222192947339195,210000,0
317,3,2900,10400,8,5,0,3,56,566619.1816120067,5270601.123038377,5.968482948553935,930000,1
318,3,2800,9569,7,3,0,2,52,561518.9741449179,5262186.762962013,5.544068044350276,350000,0
319,2.5,2420,5118,7,5,0,2,89,546785.1535257053,5268374.445208522,5.776701183988411,598000,1
320,2.5,1640,1953,10,3,0,0,1,553257.0566779388,5268074.223203431,5.825426117767823,669000,1
321,1.75,1900,8910,7,4,0,0,27,564665.0931282005,5236290.215903143,5.361633413910057,229950,0
322,1.75,1280,10016,7,4,0,0,40,550441.2603,5236751.577712318,5.332438459915605,215000,0
323,2.5,1880,14350,7,5,0,0,60,548565.6517379025,5289340.070445688,5.716420733846555,520500,1
324,2.5,2920,14210,10,4,0,0,37,563870.6812095225,5274371.731678552,5.9003671286564705,795000,1
325,3.25,2920,6960,9,3,0,1,62,554649.5583269686,5280013.202163525,6.187520720836463,1540000,1
326,2.5,2210,7557,9,3,0,0,26,545881.6800682708,5239559.483087663,5.518513939877887,330000,0
327,2.25,1780,9720,8,3,0,0,34,563593.0604276113,5258429.906468642,5.465382851448418,292000,0
328,1.5,1280,4720,7,4,0,0,74,546874.8181,5266574.634037034,5.6674529528899535,465000,0
329,2.5,2650,7200,8,3,0,0,36,548437.9256844053,5286682.5667282725,5.748149248981986,559950,1
330,2.25,1640,7200,8,4,0,0,30,563675.3505827755,5271613.065027367,5.544068044350276,350000,0
331,3.5,3350,3752,9,3,0,0,8,547661.8806343428,5280729.781692362,6.004321373782642,1010000,1
332,2.75,2830,5310,9,3,0,0,9,567439.4255101581,5284171.167414011,5.860338006570994,725000,1
333,2.5,1950,3000,7,3,0,0,14,549938.5869044096,5260253.696729478,5.498310553789601,315000,0
334,2.5,3320,11901,9,5,0,0,38,563198.1854262915,5267072.974530257,5.930745328311113,852600,1
335,2,2720,8819,8,3,0,3,39,550388.291,5242941.620212584,5.748188027006201,560000,1
336,1.75,1820,6600,7,5,0,0,55,565014.6586,5272872.727711792,5.720159303405957,525000,1
337,2.25,3780,5160,9,4,0,0,108,551990.4726283577,5275131.700192858,6.146128035678238,1400000,1
338,1,1780,7470,7,3,0,0,55,549921.0445812099,5262309.704160984,5.36078269,229500,0
339,2.25,1870,9680,7,4,0,0,56,557453.2277468526,5284986.382434243,5.511883360978874,325000,0
340,1.75,1800,8000,8,3,0,0,43,566179.7385421887,5276187.038414767,5.8228216453031045,665000,1
341,2.5,3370,10602,10,3,0,0,16,564047.8093796625,5278764.146227074,6.054995861529141,1135000,1
342,2.5,3050,8000,9,3,0,0,8,557644.2391013794,5288411.714480576,5.869231719730976,740000,1
343,3.75,2260,2050,9,3,0,0,5,553405.3651,5268308.984142936,5.725911632295048,532000,1
344,2,2330,6346,6,3,0,0,81,546682.2768026881,5262416.334255176,5.623249290397901,420000,0
345,2,2240,7085,7,3,0,0,71,552112.7916422262,5286625.473143585,5.596597095626461,395000,0
346,1,770,11084,6,4,0,0,68,550896.2136,5288537.551,5.409933123331294,257000,0
347,2.25,1800,8623,8,4,0,0,35,561231.1649019573,5282390.692458888,5.717670503002262,522000,1
348,2,1550,4815,7,3,0,0,106,549849.2215180399,5279503.272,5.787460474518415,613000,1
349,3,3540,10202,8,3,0,0,27,563582.7081979095,5266310.217873737,6.011781830548107,1027500,1
350,1.75,3700,9140,8,3,0,0,58,555873.3042204609,5261952.287250457,5.6180480967120925,415000,0
351,1,1140,15120,6,4,0,0,83,560606.8840684361,5255719.6185595095,5.298853076409706,199000,0
352,1.75,1800,4180,8,4,0,3,94,551220.8888787443,5277203.326494995,5.937016107464814,865000,1
353,1,1010,8848,7,4,0,0,47,553020.5605311259,5235873.968430744,5.361538971269279,229900,0
354,1.5,1270,1318,7,3,0,0,11,546258.3951766047,5277873.118108789,5.586587304671755,386000,0
355,2.5,2750,9949,10,3,0,0,16,564047.3201466012,5278808.601,6.021189299069938,1050000,1
356,2,2360,6000,7,5,0,0,76,544305.2601803945,5277946.8416574225,5.863322860120456,730000,1
357,1.75,1750,16748,7,3,0,0,37,568294.2362295818,5288038.215,5.638489256954637,435000,0
358,2.5,1830,6807,7,5,0,0,61,550808.5018319713,5289992.831934232,5.643452676486188,440000,0
359,2,1500,8775,6,3,0,0,72,550101.4966337774,5258821.339320325,5.4065401804339555,255000,0
360,1,1980,4560,7,3,0,0,95,550230.7301130248,5278795.212746527,5.845098040014257,700000,1
361,1.75,1140,3395,7,5,0,0,90,545566.3555893243,5279934.966648451,5.627365856592733,424000,0
362,2.25,2260,17114,7,3,0,0,25,552764.5849909746,5289165.563103571,5.781755374652469,605000,1
363,2,1680,3813,7,4,0,0,115,553152.3743387784,5271307.621,5.698970004336019,500000,0
364,1,1340,11198,8,3,0,0,81,552857.4509755969,5287199.0657531405,5.539013334939513,345950,0
365,1,1560,8100,8,4,0,0,63,547693.2279081596,5286053.975303571,5.720159303405957,525000,1
366,3.25,1380,1120,8,3,0,0,7,548878.2092,5278905.957254689,5.683047038,482000,0
367,2.5,2940,6000,8,3,0,0,15,560110.0731040303,5289192.569258724,5.748188027006201,560000,1
368,1,1260,10900,6,4,0,0,72,561164.7804171649,5260049.020809956,5.278753600952829,190000,0
369,3.5,3740,11340,10,3,0,0,2,564343.6020149712,5279178.670244152,6.033423755486949,1080000,1
370,1,1230,9600,7,3,0,0,63,553566.7082004967,5267121.201014726,5.593286067020458,392000,0
371,2,1490,7770,7,4,0,0,25,568705.8064581725,5246528.051139524,5.414806279501013,259900,0
372,3,2740,2811,8,3,0,0,12,563083.2705408966,5291502.782807039,5.694605198933568,495000,0
373,2,1300,8400,7,4,0,0,48,551718.7701411216,5246287.396945817,5.399673721481038,251000,0
374,1,920,8341,7,3,0,0,76,546692.9183283215,5261082.705822445,5.505082115,319950,0
375,2.25,1350,980,8,3,0,0,8,551717.2562299605,5272050.515,5.599337132992489,397500,0
376,1.5,1640,5650,8,3,0,0,63,556399.9797533588,5262001.798946889,5.4815859363676225,303100,0
377,1,680,1638,6,1,0,4,105,545191.7407176587,5270151.308622076,5.401400540781544,252000,0
378,1,860,8250,7,3,0,0,75,549955.2296946957,5284639.187632716,5.537819095073274,345000,0
379,5.25,3600,3960,7,3,0,0,44,547237.8043087968,5268211.373589255,5.808548551240405,643500,1
380,2,1770,9685,5,3,0,0,67,549579.3823765102,5258194.495,5.498310553789601,315000,0
381,2,2220,8797,7,3,0,0,38,558440.4100747806,5238537.012028187,5.414973347970818,260000,0
382,2,1480,6075,7,5,0,0,96,554493.9671190833,5264506.735936655,5.440909082065217,276000,0
383,2.5,2620,4050,8,3,0,0,1,549705.1647965927,5261129.7433685055,5.602019817230306,399963,0
384,2.5,2740,8336,9,4,0,0,25,562187.1280560993,5248878.454261953,5.596597095626461,395000,0
385,1,850,6174,7,4,0,0,65,550384.0551177891,5287088.150115088,5.489255168369261,308500,0
386,1.75,1360,8100,7,3,0,0,40,548065.0449,5286434.942818189,5.477121254719663,300000,0
387,1.5,1180,1722,8,3,0,0,9,546337.8198316012,5267870.730820039,5.601516784,399500,0
388,1.75,1520,6380,7,3,0,0,67,552223.6308491131,5282636.238735196,5.641474111,438000,0
389,3,3070,7150,9,3,0,0,8,566988.6919163315,5284221.529845353,5.929418925714293,850000,1
390,2.5,1340,8867,8,3,0,0,31,550469.8509,5285844.035,5.635986111800833,432500,0
391,1,950,10723,6,4,0,0,56,565309.0526,5259971.524,5.45484486,285000,0
392,1,1450,6820,6,3,0,0,68,548986.7845964846,5283841.793406674,5.574031267727719,375000,0
393,2.5,2650,11520,8,3,0,0,27,561016.5479729299,5281388.077070045,5.857332496431268,720000,1
394,4.5,4060,10800,10,3,0,0,8,553549.4401,5252538.886560781,5.724275869600789,530000,1
395,3.5,3600,5217,9,3,0,0,68,553652.1405175556,5274190.898944701,6.1303337684950066,1350000,1
396,2.5,2200,9099,8,3,0,0,21,558109.0174953972,5286915.812571392,5.767155866,585000,1
397,1.5,2360,6750,7,5,0,0,89,550125.2766556145,5282317.666962607,5.846646328577117,702500,1
398,1.75,1630,9403,7,3,0,0,32,551262.3565093442,5289518.884918474,5.553276046,357500,0
399,1,1010,6120,7,3,0,0,75,552832.8880089903,5281652.525231174,5.740362689494244,550000,1
400,2.5,2300,7800,9,3,0,2,18,563416.7130672607,5281547.1392974965,5.867467487859051,737000,1
401,1,1150,5000,7,4,0,0,91,551258.3835406892,5281471.710424929,5.7419390777291985,552000,1
402,1.5,2670,11250,8,4,0,0,67,550106.2992442301,5284518.226,5.7596678446896306,575000,1
403,4,5120,4600,11,3,0,2,7,558289.9770456954,5283827.639563047,6.190331698170292,1550000,1
404,2.5,2390,6426,9,3,0,0,16,558937.4251665286,5234196.305320008,5.556061159009532,359800,0
405,1.75,960,8863,6,5,0,0,66,553509.8929558429,5265108.945092284,5.4065401804339555,255000,0
406,2,2310,10525,7,5,0,0,50,562004.4087320818,5280253.669682728,5.797267540830717,627000,1
407,1.75,2110,7129,8,3,0,0,33,567345.7230110317,5285781.812971786,5.732393759822968,540000,1
408,2,2200,3060,7,3,0,0,107,553857.7010242074,5268201.992796363,5.553883026643875,358000,0
409,1,860,8189,6,3,0,0,67,552033.7249,5287080.474076038,5.4753805931433615,298800,0
410,1,1250,8450,7,4,0,0,61,547896.5282659777,5261259.147266598,5.522444234,333000,0
411,1,1220,3000,7,3,0,0,89,547658.1464291761,5281185.451581922,5.698100546,499000,0
412,2.5,1600,1311,8,3,0,0,10,545474.6861629954,5282057.135272671,5.6674529528899535,465000,0
413,2.5,2240,7589,8,3,0,0,21,559856.6326,5247965.091067254,5.518513939877887,330000,0
414,2.75,3090,12031,9,5,0,0,47,558254.5745389073,5264820.867772726,6.068185861746161,1170000,1
415,1.5,1750,7000,8,3,0,0,32,549431.582,5239910.501,5.414973347970818,260000,0
416,1,1270,6000,7,3,0,0,76,545586.3732055346,5277378.777557298,5.628388930050312,425000,0
417,1.75,1150,2723,7,4,0,0,92,550930.6787838691,5276033.740922455,5.5910646070264995,390000,0
418,3.25,3230,3825,9,3,0,0,1,545635.0580273577,5280746.8694044305,6.025100961046814,1059500,1
419,1.75,1540,8311,7,4,0,0,65,553039.2624423952,5283710.6493118815,5.709693869727792,512500,1
420,1,2360,5012,7,3,0,0,51,546330.8527222914,5268748.711907668,5.725911632295048,532000,1
421,4.5,4850,10584,10,3,1,4,8,566908.5982858704,5271593.681115177,6.552303109338354,3567000,1
422,2.5,1460,1319,8,3,0,0,13,548844.3149836401,5282940.301418657,5.6020599913279625,400000,0
423,1.75,1260,5300,7,4,0,0,64,548935.3380668644,5281040.4531431105,5.799340549453582,630000,1
424,1.75,1900,3783,7,5,0,0,88,551516.8602527924,5269203.409251269,5.788875115775417,615000,1
425,2,2130,2620,7,5,0,0,96,549113.0178842688,5277774.240692732,5.785329835010767,610000,1
426,4.5,2690,7350,7,5,0,0,66,551687.3236,5283876.303442629,5.698970004336019,500000,0
427,2.5,2770,8642,9,4,0,0,28,564121.9146,5278853.883498167,5.957846634,907500,1
428,2.5,4410,14034,9,4,0,2,50,551068.5761199484,5242903.027182202,5.6739419986340875,472000,0
429,1,1850,5000,7,3,0,0,93,548717.8090145487,5280127.223878369,5.786041210242554,611000,1
430,1.5,1180,834,8,3,0,0,6,548310.4235269687,5283980.621862312,5.511883360978874,325000,0
431,2.5,1760,3710,8,3,0,0,27,562982.0425593547,5287022.215115144,5.585460729508501,385000,0
432,1.5,1120,11430,7,4,0,0,52,560805.5464641862,5251098.010533268,5.357839596537981,227950,0
433,3,2420,13959,8,4,0,0,27,557716.8768636184,5288645.853658842,5.518513939877887,330000,0
434,2.25,1960,10400,8,4,0,0,30,545946.8646194813,5240893.656121641,5.45484486,285000,0
435,1.5,1730,9230,7,3,0,0,53,561496.8813596272,5257118.219796564,5.457881896733992,287000,0
436,2.5,2250,7294,8,3,0,0,21,559612.7289930185,5234758.797438684,5.4898179083014504,308900,0
437,1.75,2340,5500,9,3,0,2,27,551146.8591017103,5277080.414242844,5.992207888693003,982218,1
438,2.25,2160,8114,8,3,0,0,55,548751.0044891263,5285118.005503349,5.724275869600789,530000,1
439,2,2350,15021,8,4,0,0,39,558662.1855548734,5276673.336,6.113943352306837,1300000,1
440,1,1610,8579,7,4,0,0,53,562486.4396800678,5256206.168679743,5.311753861055754,205000,0
441,1.75,1380,10529,7,3,0,0,48,557532.4142796786,5284564.795276466,5.537819095073274,345000,0
442,2,1020,1204,7,3,0,0,11,546955.7741674057,5265863.964813581,5.376576957056512,238000,0
443,1,1150,7560,6,4,0,0,57,561500.7302275649,5256751.476136486,5.332438459915605,215000,0
444,2,1580,7300,7,4,0,0,60,550360.3186840566,5289822.199353974,5.6075622431835885,405100,0
445,1,790,5985,6,3,0,0,71,557244.4752886916,5260353.926,5.301029995663981,200000,0
446,3.5,2815,5619,9,3,0,0,3,559802.8434416834,5253243.928050837,5.678973375919766,477500,0
447,1.75,1410,4080,7,4,0,0,88,551047.9646164805,5279791.533559719,5.733197265106569,541000,1
448,1,1280,12928,6,3,0,0,73,545416.5014376325,5241067.364,5.447002898466162,279900,0
449,2.25,1500,5393,7,3,0,0,16,555752.1500167706,5242967.756230526,5.332438459915605,215000,0
450,1,800,7150,5,3,0,0,82,558577.4453788621,5247552.082,5.243038048686294,175000,0
451,2.75,1830,3420,8,3,0,0,3,552249.2561131397,5246069.803912498,5.431041945335886,269800,0
452,2.5,2810,4932,8,3,0,0,12,557913.6590743642,5291459.9431955675,5.722633922533812,528000,1
453,1,920,4800,6,4,0,0,89,547872.8689,5282454.287349226,5.690196080028514,490000,0
454,2.25,3530,17450,9,3,1,3,85,559231.2033484599,5265008.5179537665,6.374198257929082,2367000,1
455,2.5,2810,9800,8,4,0,0,42,564011.5217430338,5268382.280584877,5.9164539485499255,825000,1
456,1,840,5265,6,5,0,0,46,569315.3117225993,5246068.385,5.320146286111054,209000,0
457,1.75,1530,8000,7,3,0,0,37,565276.8337105053,5283001.592909655,5.675778341674085,474000,0
458,1.5,1580,8468,7,4,0,0,44,554321.1099763997,5242487.579811929,5.423245873936808,265000,0
459,1.5,1580,14040,7,3,0,0,35,555421.0418557292,5238007.712096969,5.422425676371205,264500,0
460,2.5,2110,3825,7,3,0,0,2,569322.3856284284,5245468.270491461,5.514547752660286,327000,0
461,1.75,1640,17583,7,3,0,0,46,559766.5624,5286154.582,5.6127838567197355,410000,0
462,2.25,2140,9990,8,4,0,0,53,553021.9291059377,5244120.6268254435,5.431363764158987,270000,0
463,3.5,2473,9282,7,5,0,1,52,552219.0305498221,5249470.478080833,5.535294120042771,343000,0
464,3.5,3350,9681,7,3,0,1,35,551161.4186357098,5249594.5411144635,5.6020599913279625,400000,0
465,1,1450,4500,7,4,0,0,94,545338.8132009573,5280233.282161412,5.720985744153739,526000,1
466,1.75,1850,14986,6,3,0,0,72,564186.6985886728,5259269.992015558,5.518513939877887,330000,0
467,2.25,1870,7700,7,3,0,0,38,565506.1830940054,5282626.253637435,5.7160033436347994,520000,1
468,1,1720,4011,7,4,0,0,111,545340.5456272743,5280011.004329705,5.698970004336019,500000,0
469,1.75,2120,6250,7,5,0,0,98,546273.1604262543,5266536.494533361,5.748188027006201,560000,1
470,3.5,2480,3200,10,3,0,0,5,552097.7722300261,5271531.514305926,5.959041392321094,910000,1
471,1.75,1610,11200,7,3,0,0,60,561864.4402924189,5279296.281646645,5.653212513775344,450000,0
472,2.75,2540,8250,7,4,0,0,62,557142.8896249615,5270734.034167453,5.8809564288161695,760250,1
473,3.25,3460,7749,10,3,0,1,65,554560.2055,5281535.0984761845,6.243038048686294,1750000,1
474,3,2580,6740,8,3,0,0,16,561462.2787975579,5253227.734363191,5.556302500767287,360000,0
475,3.25,1370,913,8,3,0,0,9,546036.0497708768,5267979.487804214,5.5910646070264995,390000,0
476,2.5,2420,7744,9,3,0,0,21,561716.9474041901,5264834.169086091,5.778151250383644,600000,1
477,2.25,1620,6000,7,3,0,0,17,560497.8476925478,5236979.542171007,5.393575203269587,247500,0
478,2.25,1590,9200,7,4,0,0,36,561698.2616407177,5237903.3545319745,5.352182518111363,225000,0
479,1.75,1070,9000,7,4,0,0,37,565125.1541181258,5283144.389909027,5.558108302,361500,0
480,1,1020,4200,6,5,0,0,92,545838.0141459547,5264454.686165005,5.594392550375427,393000,0
481,2.75,1990,3750,7,4,0,0,102,548191.7968849372,5280189.530369176,5.930439595,852000,1
482,2.75,3340,12690,10,3,0,0,59,554804.6139765087,5279492.263155154,6.112269768417271,1295000,1
483,3,1460,1452,8,3,0,0,8,545921.5728583857,5263399.483870229,5.640481436970422,437000,0
484,3,1500,1473,8,3,0,0,15,552236.9754885596,5272777.597408984,5.610660163,408000,0
485,2.25,1950,3600,8,5,0,0,104,547849.6249276701,5276152.105192961,5.929418925714293,850000,1
486,1.75,1990,9594,8,3,0,0,38,564795.4404328165,5279061.417,5.705436046585251,507500,1
487,2.5,1912,5000,8,3,0,0,3,554756.3147,5244436.596087701,5.547774705387822,353000,0
488,3,2240,8504,7,3,0,0,23,552858.6654795794,5287065.698,5.5276299008713385,337000,0
489,2.5,1650,6684,7,3,0,0,24,561566.2460413965,5250505.752378243,5.4281347940287885,268000,0
490,2.5,1630,5361,7,3,0,0,16,553100.0435911003,5268795.241486344,5.514547752660286,327000,0
491,3.5,3200,7605,9,3,0,2,2,550835.5091892764,5243645.652253551,5.866287339084195,735000,1
492,2.5,2210,7000,8,4,0,0,30,565449.1429913564,5254171.152113266,5.6148972160331345,412000,0
493,1.75,1770,9011,7,5,0,0,32,569768.0860795602,5246095.969114758,5.423163923850348,264950,0
494,2.75,2840,11900,9,4,0,3,54,546218.5681877574,5263924.195626295,5.897627091290442,790000,1
495,1.5,2390,4000,9,3,0,0,79,554060.1673,5278807.295457137,5.990338854787601,978000,1
496,2.5,1930,7120,7,4,0,0,54,549449.9401915675,5291114.805,5.635986111800833,432500,0
497,2,1880,8494,7,4,0,0,47,560712.3060086401,5274571.387640503,5.9344984512435675,860000,1
498,1.75,2300,11700,9,4,0,0,38,568061.0729884063,5275919.721332164,5.788875115775417,615000,1
499,2.5,1980,6568,8,3,0,0,11,567443.8115,5283793.295,5.805160901599434,638500,1
